clinic_name|clinic_link|id_doctor|doctor_specialization|doctor_experience
Стоматология «Эликсир Премьер» на Шевченко|https://prodoctorov.ru/tomsk/lpu/12684-eliksir-stomatologicheskaya-klinika/|12|Стоматолог-гигиенист|21
Стоматология «Эликсир Премьер» на Шевченко|https://prodoctorov.ru/tomsk/lpu/12684-eliksir-stomatologicheskaya-klinika/|13|Стоматолог-ортопед|17
Стоматология «Эликсир Премьер» на Шевченко|https://prodoctorov.ru/tomsk/lpu/12684-eliksir-stomatologicheskaya-klinika/|14|Стоматолог-гигиенист|21
«Мастер Дент» на 19 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/41184-master-dent-na-19-gvardyayskoy-divizii/|0|Стоматолог-ортопед|12
«Мастер Дент» на 19 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/41184-master-dent-na-19-gvardyayskoy-divizii/|1|Стоматолог-гигиенист|4
«Мастер Дент» на 19 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/41184-master-dent-na-19-gvardyayskoy-divizii/|2|Стоматолог-хирург, пародонтолог, стоматолог-имплантолог|13
«Мастер Дент» на 19 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/41184-master-dent-na-19-gvardyayskoy-divizii/|3|Стоматолог-хирург, пародонтолог, стоматолог-имплантолог|11
«Мастер Дент» на 19 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/41184-master-dent-na-19-gvardyayskoy-divizii/|4|Стоматолог|19
«Мастер Дент» на 19 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/41184-master-dent-na-19-gvardyayskoy-divizii/|5|Стоматолог|4
«Мастер Дент» на 19 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/41184-master-dent-na-19-gvardyayskoy-divizii/|6|Стоматолог|4
«Мастер Дент» на 19 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/41184-master-dent-na-19-gvardyayskoy-divizii/|7|Стоматолог|2
«Мастер Дент» на 19 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/41184-master-dent-na-19-gvardyayskoy-divizii/|8|Стоматолог|1
Научно-практический центр «Стоматология»|https://prodoctorov.ru/tomsk/lpu/31693-stomatologiya/|0|Стоматолог|9
Научно-практический центр «Стоматология»|https://prodoctorov.ru/tomsk/lpu/31693-stomatologiya/|1|Стоматолог-ортодонт|11
Научно-практический центр «Стоматология»|https://prodoctorov.ru/tomsk/lpu/31693-stomatologiya/|2|Стоматолог-хирург|7
Научно-практический центр «Стоматология»|https://prodoctorov.ru/tomsk/lpu/31693-stomatologiya/|3|Стоматолог-ортопед|4
Научно-практический центр «Стоматология»|https://prodoctorov.ru/tomsk/lpu/31693-stomatologiya/|4|Стоматолог, детский стоматолог, стоматолог-ортодонт|29
Научно-практический центр «Стоматология»|https://prodoctorov.ru/tomsk/lpu/31693-stomatologiya/|5|Стоматолог, стоматолог-ортопед|3
Научно-практический центр «Стоматология»|https://prodoctorov.ru/tomsk/lpu/31693-stomatologiya/|6|Стоматолог|1
Научно-практический центр «Стоматология»|https://prodoctorov.ru/tomsk/lpu/31693-stomatologiya/|7|Стоматолог|28
«Мастер Дент» на Герцена|https://prodoctorov.ru/tomsk/lpu/31671-master-dent/|0|Стоматолог|10
«Мастер Дент» на Герцена|https://prodoctorov.ru/tomsk/lpu/31671-master-dent/|1|Стоматолог-ортопед|12
«Мастер Дент» на Герцена|https://prodoctorov.ru/tomsk/lpu/31671-master-dent/|2|Стоматолог-хирург, пародонтолог, стоматолог-имплантолог|11
«Мастер Дент» на Герцена|https://prodoctorov.ru/tomsk/lpu/31671-master-dent/|3|Стоматолог|4
«Мастер Дент» на Герцена|https://prodoctorov.ru/tomsk/lpu/31671-master-dent/|4|Стоматолог-ортопед|3
«Мастер Дент» на Герцена|https://prodoctorov.ru/tomsk/lpu/31671-master-dent/|5|Стоматолог-гигиенист|10
«Мастер Дент» на Герцена|https://prodoctorov.ru/tomsk/lpu/31671-master-dent/|6|Стоматолог|2
«Мастер Дент» на Герцена|https://prodoctorov.ru/tomsk/lpu/31671-master-dent/|7|Стоматолог|2
«Мастер Дент» на Герцена|https://prodoctorov.ru/tomsk/lpu/31671-master-dent/|8|Стоматолог|2
Стоматология «Центр дентальной имплантации»|https://prodoctorov.ru/tomsk/lpu/31707-centr-dentalnoy-implantacii/|0|Онколог, стоматолог-имплантолог, челюстно-лицевой хирург|23
Стоматология «Центр дентальной имплантации»|https://prodoctorov.ru/tomsk/lpu/31707-centr-dentalnoy-implantacii/|1|Стоматолог-хирург, стоматолог-имплантолог|34
Стоматология «Центр дентальной имплантации»|https://prodoctorov.ru/tomsk/lpu/31707-centr-dentalnoy-implantacii/|2|Стоматолог-ортопед, стоматолог-имплантолог|28
Стоматология «Центр дентальной имплантации»|https://prodoctorov.ru/tomsk/lpu/31707-centr-dentalnoy-implantacii/|3|Стоматолог, детский стоматолог, стоматолог-гигиенист|13
Стоматология «Центр дентальной имплантации»|https://prodoctorov.ru/tomsk/lpu/31707-centr-dentalnoy-implantacii/|4|Стоматолог, детский стоматолог, стоматолог-гигиенист|25
Стоматология «Центр дентальной имплантации»|https://prodoctorov.ru/tomsk/lpu/31707-centr-dentalnoy-implantacii/|5|Стоматолог, стоматолог-гигиенист|3
Стоматология «Центр дентальной имплантации»|https://prodoctorov.ru/tomsk/lpu/31707-centr-dentalnoy-implantacii/|6|Стоматолог-ортопед|5
Стоматология «Центр дентальной имплантации»|https://prodoctorov.ru/tomsk/lpu/31707-centr-dentalnoy-implantacii/|7|Стоматолог-ортодонт|7
Стоматология «Центр дентальной имплантации»|https://prodoctorov.ru/tomsk/lpu/31707-centr-dentalnoy-implantacii/|8|Анестезиолог-реаниматолог|27
Стоматология «ДентХаус»|https://prodoctorov.ru/tomsk/lpu/70035-denthaus/|0|Стоматолог-ортодонт|5
Стоматология «ДентХаус»|https://prodoctorov.ru/tomsk/lpu/70035-denthaus/|1|Стоматолог|26
Стоматология «ДентХаус»|https://prodoctorov.ru/tomsk/lpu/70035-denthaus/|2|Стоматолог-хирург, челюстно-лицевой хирург|14
Стоматология «ДентХаус»|https://prodoctorov.ru/tomsk/lpu/70035-denthaus/|3|Челюстно-лицевой хирург, стоматолог-имплантолог, стоматолог-хирург|-
Стоматология «ДентХаус»|https://prodoctorov.ru/tomsk/lpu/70035-denthaus/|4|Челюстно-лицевой хирург, стоматолог-имплантолог, стоматолог-ортопед, стоматолог-хирург|16
Стоматология «ДентХаус»|https://prodoctorov.ru/tomsk/lpu/70035-denthaus/|5|Стоматолог|2
Стоматология «ДентХаус»|https://prodoctorov.ru/tomsk/lpu/70035-denthaus/|6|Стоматолог-ортопед, стоматолог-хирург|15
Стоматология «ЗубОк» на Урожайном|https://prodoctorov.ru/tomsk/lpu/49933-zub-ok/|0|Стоматолог-ортопед|10
Стоматология «ЗубОк» на Урожайном|https://prodoctorov.ru/tomsk/lpu/49933-zub-ok/|1|Стоматолог|3
Стоматология «ЗубОк» на Урожайном|https://prodoctorov.ru/tomsk/lpu/49933-zub-ok/|2|Стоматолог-гигиенист|5
Стоматология «ЗубОк» на Урожайном|https://prodoctorov.ru/tomsk/lpu/49933-zub-ok/|3|Детский стоматолог|5
Стоматология «Колибри»|https://prodoctorov.ru/tomsk/lpu/60010-kolibri/|0|Стоматолог-гигиенист|-
Стоматология «Колибри»|https://prodoctorov.ru/tomsk/lpu/60010-kolibri/|1|Стоматолог-ортопед|14
Стоматология «Колибри»|https://prodoctorov.ru/tomsk/lpu/60010-kolibri/|2|Стоматолог|10
Стоматология «Колибри»|https://prodoctorov.ru/tomsk/lpu/60010-kolibri/|3|Стоматолог, стоматолог-хирург|18
Стоматология «Колибри»|https://prodoctorov.ru/tomsk/lpu/60010-kolibri/|4|Стоматолог-ортопед|18
Стоматология «Дента Русь» на Иркутском тракте|https://prodoctorov.ru/tomsk/lpu/31649-denta-rus/|0|Стоматолог-хирург|12
Стоматология «Дента Русь» на Иркутском тракте|https://prodoctorov.ru/tomsk/lpu/31649-denta-rus/|1|Стоматолог-хирург, стоматолог-имплантолог|9
Стоматология «Дента Русь» на Иркутском тракте|https://prodoctorov.ru/tomsk/lpu/31649-denta-rus/|2|Стоматолог, детский стоматолог|9
Стоматология «Дента Русь» на Иркутском тракте|https://prodoctorov.ru/tomsk/lpu/31649-denta-rus/|3|Стоматолог, детский стоматолог|12
Стоматология «Дента Русь» на Иркутском тракте|https://prodoctorov.ru/tomsk/lpu/31649-denta-rus/|4|Стоматолог|12
Стоматология «Дента Русь» на Иркутском тракте|https://prodoctorov.ru/tomsk/lpu/31649-denta-rus/|5|Стоматолог-ортодонт|48
Стоматология «Дента Русь» на Иркутском тракте|https://prodoctorov.ru/tomsk/lpu/31649-denta-rus/|6|Стоматолог|46
Стоматология «Дента Русь» на Иркутском тракте|https://prodoctorov.ru/tomsk/lpu/31649-denta-rus/|7|Стоматолог|-
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|0|Стоматолог|11
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|1|Стоматолог|10
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|2|Стоматолог-ортодонт|11
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|3|Стоматолог-ортопед, стоматолог-хирург|9
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|4|Стоматолог-хирург|6
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|5|Стоматолог|20
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|6|Стоматолог|6
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|7|Стоматолог|32
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|8|Стоматолог-гигиенист|15
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|9|Стоматолог|19
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|10|Стоматолог|2
«Центр современной стоматологии» на Суворова|https://prodoctorov.ru/tomsk/lpu/90110-centr-sovremennoy-stomatologii-na-suvorova/|11|Стоматолог|15
Стоматология «Тверская»|https://prodoctorov.ru/tomsk/lpu/31699-tverskaya/|0|Стоматолог|11
Стоматология «Тверская»|https://prodoctorov.ru/tomsk/lpu/31699-tverskaya/|1|Стоматолог-хирург, стоматолог-имплантолог|14
Стоматология «Тверская»|https://prodoctorov.ru/tomsk/lpu/31699-tverskaya/|2|Стоматолог|21
Стоматология «Тверская»|https://prodoctorov.ru/tomsk/lpu/31699-tverskaya/|3|Стоматолог-ортопед, стоматолог|5
Стоматология «Тверская»|https://prodoctorov.ru/tomsk/lpu/31699-tverskaya/|4|Стоматолог-ортопед|46
Стоматология «Смайл клиник» на Елизаровых|https://prodoctorov.ru/tomsk/lpu/31632-smile-clinic/|0|Стоматолог|6
Стоматология «Смайл клиник» на Елизаровых|https://prodoctorov.ru/tomsk/lpu/31632-smile-clinic/|1|Стоматолог-гигиенист|5
Стоматология «Смайл клиник» на Елизаровых|https://prodoctorov.ru/tomsk/lpu/31632-smile-clinic/|2|Стоматолог|3
Стоматология «Смайл клиник» на Елизаровых|https://prodoctorov.ru/tomsk/lpu/31632-smile-clinic/|3|Стоматолог|17
Стоматология «Смайл клиник» на Елизаровых|https://prodoctorov.ru/tomsk/lpu/31632-smile-clinic/|4|Стоматолог, стоматолог-ортодонт|6
Стоматология «Смайл клиник» на Елизаровых|https://prodoctorov.ru/tomsk/lpu/31632-smile-clinic/|5|Стоматолог|9
Стоматология «Нео Медика»|https://prodoctorov.ru/tomsk/lpu/49582-neo-medika/|0|Стоматолог|10
Стоматология «Нео Медика»|https://prodoctorov.ru/tomsk/lpu/49582-neo-medika/|1|Стоматолог, стоматолог-ортопед|15
Стоматология «Нео Медика»|https://prodoctorov.ru/tomsk/lpu/49582-neo-medika/|2|Стоматолог-хирург|10
Стоматология «Нео Медика»|https://prodoctorov.ru/tomsk/lpu/49582-neo-medika/|3|Стоматолог|8
Стоматология «Нео Медика»|https://prodoctorov.ru/tomsk/lpu/49582-neo-medika/|4|Стоматолог-ортопед, стоматолог-хирург|15
Стоматология «Голливуд»|https://prodoctorov.ru/tomsk/lpu/58759-gollivud/|0|Стоматолог-гигиенист|15
Стоматология «Голливуд»|https://prodoctorov.ru/tomsk/lpu/58759-gollivud/|1|Стоматолог, стоматолог-ортопед|15
Стоматология «Голливуд»|https://prodoctorov.ru/tomsk/lpu/58759-gollivud/|2|Гнатолог, стоматолог, стоматолог-ортопед, стоматолог-хирург|16
Стоматология «Голливуд»|https://prodoctorov.ru/tomsk/lpu/58759-gollivud/|3|Стоматолог-ортодонт|-
Стоматология «Голливуд»|https://prodoctorov.ru/tomsk/lpu/58759-gollivud/|4|Стоматолог|20
Стоматология «Голливуд»|https://prodoctorov.ru/tomsk/lpu/58759-gollivud/|5|Стоматолог|24
Стоматология «Голливуд»|https://prodoctorov.ru/tomsk/lpu/58759-gollivud/|6|Стоматолог-ортопед|-
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|0|Стоматолог-ортодонт, стоматолог-ортопед|19
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|1|Стоматолог-ортодонт|11
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|2|Стоматолог-ортопед, стоматолог-хирург|9
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|3|Стоматолог|6
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|4|Стоматолог|20
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|5|Стоматолог|6
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|6|Детский стоматолог|7
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|7|Анестезиолог-реаниматолог|-
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|8|Стоматолог-гигиенист|15
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|9|Стоматолог|19
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|10|Стоматолог|2
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|11|Детский стоматолог|28
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|12|Детский стоматолог|9
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|13|Анестезиолог-реаниматолог|17
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|14|Стоматолог|15
«Центр современной стоматологии» на Иркутском|https://prodoctorov.ru/tomsk/lpu/67218-centr-sovremennoy-stomatologii/|15|Стоматолог|3
Стоматология «Зеленое яблоко»|https://prodoctorov.ru/tomsk/lpu/31642-blesk-na-lazo/|0|Стоматолог-хирург|27
Стоматология «Зеленое яблоко»|https://prodoctorov.ru/tomsk/lpu/31642-blesk-na-lazo/|1|Стоматолог-имплантолог, стоматолог-хирург|10
Стоматология «Зеленое яблоко»|https://prodoctorov.ru/tomsk/lpu/31642-blesk-na-lazo/|2|Стоматолог-ортопед|11
Стоматология «Зеленое яблоко»|https://prodoctorov.ru/tomsk/lpu/31642-blesk-na-lazo/|3|Стоматолог|9
Стоматология «Зеленое яблоко»|https://prodoctorov.ru/tomsk/lpu/31642-blesk-na-lazo/|4|Стоматолог|11
Стоматология «Бест Стом»|https://prodoctorov.ru/tomsk/lpu/77966-best-stom/|0|Стоматолог-имплантолог, стоматолог-ортопед, стоматолог-хирург|10
Стоматология «Бест Стом»|https://prodoctorov.ru/tomsk/lpu/77966-best-stom/|1|Стоматолог-хирург, стоматолог-имплантолог|6
Стоматология «Бест Стом»|https://prodoctorov.ru/tomsk/lpu/77966-best-stom/|2|Стоматолог-гигиенист|19
Стоматология «Бест Стом»|https://prodoctorov.ru/tomsk/lpu/77966-best-stom/|3|Стоматолог|15
Стоматология «Бест Стом»|https://prodoctorov.ru/tomsk/lpu/77966-best-stom/|4|Стоматолог, стоматолог-хирург|20
Стоматология «Бест Стом»|https://prodoctorov.ru/tomsk/lpu/77966-best-stom/|5|Стоматолог|10
Стоматология «Бест Стом»|https://prodoctorov.ru/tomsk/lpu/77966-best-stom/|6|Стоматолог-гигиенист|6
Стоматология «Дентал арт» на Герцена|https://prodoctorov.ru/tomsk/lpu/31628-dental-art/|0|Стоматолог-ортодонт|5
Стоматология «Дентал арт» на Герцена|https://prodoctorov.ru/tomsk/lpu/31628-dental-art/|1|Стоматолог|5
Стоматология «Дентал арт» на Герцена|https://prodoctorov.ru/tomsk/lpu/31628-dental-art/|2|Стоматолог|5
Стоматология «Дентал арт» на Герцена|https://prodoctorov.ru/tomsk/lpu/31628-dental-art/|3|Стоматолог|20
Стоматология «Дентал арт» на Герцена|https://prodoctorov.ru/tomsk/lpu/31628-dental-art/|4|Стоматолог-гигиенист|15
Стоматология «Дентал арт» на Герцена|https://prodoctorov.ru/tomsk/lpu/31628-dental-art/|5|Стоматолог|2
Стоматология «Династия»|https://prodoctorov.ru/tomsk/lpu/72862-dinastiya/|0|Стоматолог-хирург, стоматолог-имплантолог|9
Стоматология «Династия»|https://prodoctorov.ru/tomsk/lpu/72862-dinastiya/|1|Стоматолог-ортопед|35
Стоматология «КонфиДент»|https://prodoctorov.ru/tomsk/lpu/49976-konfident/|0|Стоматолог|20
Стоматология «КонфиДент»|https://prodoctorov.ru/tomsk/lpu/49976-konfident/|1|Стоматолог-ортодонт|16
Стоматология «КонфиДент»|https://prodoctorov.ru/tomsk/lpu/49976-konfident/|2|Стоматолог, стоматолог-ортопед|20
Стоматология «КонфиДент»|https://prodoctorov.ru/tomsk/lpu/49976-konfident/|3|Стоматолог-хирург, стоматолог|4
Стоматология «КонфиДент»|https://prodoctorov.ru/tomsk/lpu/49976-konfident/|4|Стоматолог, стоматолог-имплантолог, стоматолог-ортопед, стоматолог-хирург|13
Стоматология «КонфиДент»|https://prodoctorov.ru/tomsk/lpu/49976-konfident/|5|Стоматолог-ортопед|16
Стоматология «КонфиДент»|https://prodoctorov.ru/tomsk/lpu/49976-konfident/|6|Стоматолог-гигиенист|-
Стоматология «Эскулап»|https://prodoctorov.ru/tomsk/lpu/67243-stomatologiya-eskulap/|0|Стоматолог|10
Стоматология «Эскулап»|https://prodoctorov.ru/tomsk/lpu/67243-stomatologiya-eskulap/|1|Стоматолог-ортопед|10
Стоматология «Дента Вита»|https://prodoctorov.ru/tomsk/lpu/60607-denta-vita/|0|Стоматолог-ортопед, стоматолог|10
Стоматология «Дента Вита»|https://prodoctorov.ru/tomsk/lpu/60607-denta-vita/|1|Стоматолог, стоматолог-имплантолог, стоматолог-хирург|9
Стоматология «Дента Вита»|https://prodoctorov.ru/tomsk/lpu/60607-denta-vita/|2|Стоматолог-ортопед, стоматолог, стоматолог-хирург|-
Стоматология «Дента Вита»|https://prodoctorov.ru/tomsk/lpu/60607-denta-vita/|3|Стоматолог-гигиенист|-
Стоматология «Миц»|https://prodoctorov.ru/tomsk/lpu/31669-mic/|0|Стоматолог-гигиенист|16
Стоматология «Миц»|https://prodoctorov.ru/tomsk/lpu/31669-mic/|1|Стоматолог|16
Стоматология «Миц»|https://prodoctorov.ru/tomsk/lpu/31669-mic/|2|Стоматолог-хирург|7
Стоматология «Миц»|https://prodoctorov.ru/tomsk/lpu/31669-mic/|3|Стоматолог, стоматолог-ортодонт, стоматолог-ортопед|20
Стоматология «Премьер Дент»|https://prodoctorov.ru/tomsk/lpu/31681-premer-dent/|0|Стоматолог-ортопед, стоматолог|10
Стоматология «Премьер Дент»|https://prodoctorov.ru/tomsk/lpu/31681-premer-dent/|1|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|13
Стоматология «Ризус»|https://prodoctorov.ru/tomsk/lpu/68170-rizus/|0|Стоматолог-гигиенист|16
Стоматология «Ризус»|https://prodoctorov.ru/tomsk/lpu/68170-rizus/|1|Стоматолог|15
Стоматология «Ризус»|https://prodoctorov.ru/tomsk/lpu/68170-rizus/|2|Стоматолог-имплантолог, стоматолог-ортопед, стоматолог-хирург|15
Стоматология «Авангард» на Ивана Черных|https://prodoctorov.ru/tomsk/lpu/35819-ctomatologiya-avangard/|0|Стоматолог|16
Стоматология «Авангард» на Ивана Черных|https://prodoctorov.ru/tomsk/lpu/35819-ctomatologiya-avangard/|1|Стоматолог-гигиенист|-
Стоматология «Авангард» на Ивана Черных|https://prodoctorov.ru/tomsk/lpu/35819-ctomatologiya-avangard/|2|Стоматолог|12
Стоматология «Авангард» на Ивана Черных|https://prodoctorov.ru/tomsk/lpu/35819-ctomatologiya-avangard/|3|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|27
Стоматология «Авангард» на Ивана Черных|https://prodoctorov.ru/tomsk/lpu/35819-ctomatologiya-avangard/|4|Стоматолог-ортопед|27
Стоматология «Авангард» на Ивана Черных|https://prodoctorov.ru/tomsk/lpu/35819-ctomatologiya-avangard/|5|Стоматолог|-
Стоматология «Авангард» на Ивана Черных|https://prodoctorov.ru/tomsk/lpu/35819-ctomatologiya-avangard/|6|Стоматолог|8
Стоматология «Линия улыбки»|https://prodoctorov.ru/tomsk/lpu/73455-liniya-ulybki/|0|Стоматолог-ортопед|7
Стоматология «Линия улыбки»|https://prodoctorov.ru/tomsk/lpu/73455-liniya-ulybki/|1|Стоматолог|6
Стоматология «Линия улыбки»|https://prodoctorov.ru/tomsk/lpu/73455-liniya-ulybki/|2|Стоматолог|7
Стоматология «Полина»|https://prodoctorov.ru/tomsk/lpu/31680-polina/|0|Стоматолог|24
Стоматология «Полина»|https://prodoctorov.ru/tomsk/lpu/31680-polina/|1|Стоматолог-ортопед|30
Стоматология «Полина»|https://prodoctorov.ru/tomsk/lpu/31680-polina/|2|Стоматолог|36
Стоматология «Полина»|https://prodoctorov.ru/tomsk/lpu/31680-polina/|3|Стоматолог|27
Стоматология «Полина»|https://prodoctorov.ru/tomsk/lpu/31680-polina/|4|Стоматолог-ортопед|9
Стоматология «Полина»|https://prodoctorov.ru/tomsk/lpu/31680-polina/|5|Стоматолог-гигиенист|10
Стоматология «Полина»|https://prodoctorov.ru/tomsk/lpu/31680-polina/|6|Стоматолог|41
Стоматология «Полина»|https://prodoctorov.ru/tomsk/lpu/31680-polina/|7|Стоматолог|21
Стоматология «Фокус»|https://prodoctorov.ru/tomsk/lpu/31705-fokus/|0|Стоматолог-хирург, стоматолог-ортопед|11
Стоматология «Фокус»|https://prodoctorov.ru/tomsk/lpu/31705-fokus/|1|Стоматолог, стоматолог-гигиенист|11
Стоматология «Фокус»|https://prodoctorov.ru/tomsk/lpu/31705-fokus/|2|Стоматолог, стоматолог-гигиенист|5
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|0|Челюстно-лицевой хирург, стоматолог-имплантолог, стоматолог-ортопед, стоматолог-хирург|16
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|1|Стоматолог|2
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|2|Стоматолог-ортодонт|21
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|3|Стоматолог-ортодонт|20
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|4|Стоматолог-хирург, стоматолог-имплантолог, стоматолог-ортопед|22
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|5|Стоматолог|11
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|6|Стоматолог-ортодонт|25
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|7|Стоматолог|10
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|8|Стоматолог-гигиенист|-
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|9|Стоматолог-ортодонт|21
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|0|Стоматолог-ортопед|6
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|1|Стоматолог, детский стоматолог|7
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|2|Стоматолог-имплантолог|5
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|3|Стоматолог|4
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|4|Стоматолог|-
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|5|Стоматолог-гигиенист|-
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|6|Стоматолог, детский стоматолог|-
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|7|Стоматолог-ортопед|27
Стоматология «Кариес@net»|https://prodoctorov.ru/tomsk/lpu/31666-karies-net/|0|Стоматолог, стоматолог-ортопед|18
Стоматология «Кариес@net»|https://prodoctorov.ru/tomsk/lpu/31666-karies-net/|1|Стоматолог|-
Стоматология «Кариес@net»|https://prodoctorov.ru/tomsk/lpu/31666-karies-net/|2|Стоматолог|-
Стоматология «Томдент»|https://prodoctorov.ru/tomsk/lpu/31701-tomdent/|0|Стоматолог|11
Стоматология «Томдент»|https://prodoctorov.ru/tomsk/lpu/31701-tomdent/|1|Стоматолог-ортопед|-
Стоматология «Томдент»|https://prodoctorov.ru/tomsk/lpu/31701-tomdent/|2|Стоматолог-гигиенист|10
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|0|Стоматолог-ортопед|13
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|1|Стоматолог, детский стоматолог|31
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|2|Стоматолог|-
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|3|Стоматолог-ортопед|40
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|4|Стоматолог|15
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|5|Стоматолог|38
