clinic_name|clinic_link|id_doctor|doctor_specialization|doctor_experience
Стоматология «Смайл клиник» на Ленина|https://prodoctorov.ru/tomsk/lpu/65546-smayl-klinik/|5|Стоматолог|-
Стоматология «Смайл клиник» на Ленина|https://prodoctorov.ru/tomsk/lpu/65546-smayl-klinik/|6|Стоматолог, стоматолог-ортопед|6
Стоматология «Смайл клиник» на Ленина|https://prodoctorov.ru/tomsk/lpu/65546-smayl-klinik/|7|Стоматолог-гигиенист|5
Стоматология «Смайл клиник» на Ленина|https://prodoctorov.ru/tomsk/lpu/65546-smayl-klinik/|8|Рентгенолог|8
Стоматология «Смайл клиник» на Ленина|https://prodoctorov.ru/tomsk/lpu/65546-smayl-klinik/|9|Стоматолог-ортопед|3
Стоматология «Смайл клиник» на Ленина|https://prodoctorov.ru/tomsk/lpu/65546-smayl-klinik/|10|Стоматолог|16
Стоматология «Смайл клиник» на Ленина|https://prodoctorov.ru/tomsk/lpu/65546-smayl-klinik/|11|Стоматолог|12
Стоматология «Смайл клиник» на Ленина|https://prodoctorov.ru/tomsk/lpu/65546-smayl-klinik/|12|Стоматолог|17
Стоматология «Смайл клиник» на Ленина|https://prodoctorov.ru/tomsk/lpu/65546-smayl-klinik/|13|Стоматолог, стоматолог-ортодонт|6
«Томская стоматология»|https://prodoctorov.ru/tomsk/lpu/36850-tomskaya-stomatologiya/|0|Стоматолог-ортопед, стоматолог, стоматолог-имплантолог|18
«Томская стоматология»|https://prodoctorov.ru/tomsk/lpu/36850-tomskaya-stomatologiya/|1|Стоматолог|4
«Томская стоматология»|https://prodoctorov.ru/tomsk/lpu/36850-tomskaya-stomatologiya/|2|Стоматолог|15
«Томская стоматология»|https://prodoctorov.ru/tomsk/lpu/36850-tomskaya-stomatologiya/|3|Стоматолог|1
«Томская стоматология»|https://prodoctorov.ru/tomsk/lpu/36850-tomskaya-stomatologiya/|4|Стоматолог-гигиенист|5
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|0|Стоматолог-имплантолог, стоматолог, стоматолог-ортопед, стоматолог-хирург|15
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|1|Стоматолог-ортодонт|5
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|2|Стоматолог-ортопед|15
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|3|Стоматолог|18
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|4|Стоматолог|9
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|5|Стоматолог|27
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|6|Челюстно-лицевой хирург|12
Стоматология «Стомпрофи плюс» на Лесном|https://prodoctorov.ru/tomsk/lpu/65658-stomatologiya-stomprofi-plyus-na-lesnom/|0|Стоматолог|35
Стоматология «Стомпрофи плюс» на Лесном|https://prodoctorov.ru/tomsk/lpu/65658-stomatologiya-stomprofi-plyus-na-lesnom/|1|Стоматолог|31
Стоматология «Стомпрофи плюс» на Лесном|https://prodoctorov.ru/tomsk/lpu/65658-stomatologiya-stomprofi-plyus-na-lesnom/|2|Стоматолог, стоматолог-ортопед, стоматолог-хирург|29
Стоматология «Стомпрофи плюс» на Лесном|https://prodoctorov.ru/tomsk/lpu/65658-stomatologiya-stomprofi-plyus-na-lesnom/|3|Стоматолог-ортопед|47
Стоматология «Стомпрофи плюс» на Лесном|https://prodoctorov.ru/tomsk/lpu/65658-stomatologiya-stomprofi-plyus-na-lesnom/|4|Стоматолог|47
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|0|Стоматолог, детский стоматолог|35
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|1|Стоматолог-ортопед|7
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|2|Стоматолог-хирург, стоматолог-имплантолог|7
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|3|Стоматолог|9
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|4|Стоматолог-гигиенист|10
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|5|Стоматолог-ортодонт|5
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|6|Стоматолог|7
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|7|Стоматолог|5
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|8|Стоматолог, детский стоматолог|10
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|9|Стоматолог-гигиенист|10
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|10|Стоматолог|5
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|11|Стоматолог|1
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|12|Детский стоматолог|2
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|13|Стоматолог-ортодонт|20
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|14|Стоматолог|24
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|15|Стоматолог-ортопед|10
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|16|Стоматолог-имплантолог, стоматолог-хирург|11
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|17|Стоматолог-имплантолог, стоматолог-хирург|7
Стоматология «Нежность»|https://prodoctorov.ru/tomsk/lpu/13133-nezhnost-stomatologicheskiy-kabinet/|18|Стоматолог|10
Стоматология «Демократ»|https://prodoctorov.ru/tomsk/lpu/85141-demokrat/|0|Стоматолог, стоматолог-ортопед|13
Стоматология «Демократ»|https://prodoctorov.ru/tomsk/lpu/85141-demokrat/|1|Стоматолог-гигиенист|5
Стоматология «Демократ»|https://prodoctorov.ru/tomsk/lpu/85141-demokrat/|2|Стоматолог-ортопед|4
Стоматология «Демократ»|https://prodoctorov.ru/tomsk/lpu/85141-demokrat/|3|Стоматолог|1
Стоматология «Демократ»|https://prodoctorov.ru/tomsk/lpu/85141-demokrat/|4|Стоматолог-ортодонт|9
Стоматология «Демократ»|https://prodoctorov.ru/tomsk/lpu/85141-demokrat/|5|Стоматолог-имплантолог|11
Стоматология «Карат»|https://prodoctorov.ru/tomsk/lpu/57981-karat/|0|Стоматолог-гигиенист|10
Стоматология «Карат»|https://prodoctorov.ru/tomsk/lpu/57981-karat/|1|Стоматолог-ортопед, стоматолог-ортодонт|34
Стоматология «Карат»|https://prodoctorov.ru/tomsk/lpu/57981-karat/|2|Стоматолог|16
Стоматология «Карат»|https://prodoctorov.ru/tomsk/lpu/57981-karat/|3|Стоматолог|16
Стоматология «Карат»|https://prodoctorov.ru/tomsk/lpu/57981-karat/|4|Стоматолог|5
Стоматология «Карат»|https://prodoctorov.ru/tomsk/lpu/57981-karat/|5|Стоматолог|30
Стоматология «Карат»|https://prodoctorov.ru/tomsk/lpu/57981-karat/|6|Стоматолог-хирург|4
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|0|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|11
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|1|Стоматолог|8
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|2|Стоматолог, детский стоматолог|6
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|3|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|7
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|4|Стоматолог, детский стоматолог|6
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|5|Стоматолог, стоматолог-ортопед|4
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|6|Стоматолог, детский стоматолог|6
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|7|Стоматолог|1
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|8|Стоматолог-хирург|2
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|9|Стоматолог-ортопед|7
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|10|Стоматолог, детский стоматолог|2
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|11|Стоматолог-гигиенист|1
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|12|Стоматолог, детский стоматолог|2
Стоматология «Миродент» на Солнечной|https://prodoctorov.ru/tomsk/lpu/63116-mirodent/|13|Стоматолог-гигиенист|1
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|0|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|11
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|1|Стоматолог-хирург, стоматолог-имплантолог|11
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|2|Стоматолог, детский стоматолог|6
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|3|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|7
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|4|Стоматолог, стоматолог-ортопед|4
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|5|Стоматолог-гигиенист|24
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|6|Стоматолог, детский стоматолог|4
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|7|Стоматолог, детский стоматолог|6
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|8|Стоматолог|1
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|9|Стоматолог-ортопед|7
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|10|Стоматолог|2
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|11|Стоматолог-гигиенист|1
Стоматология «Миродент» на Марины Цветаевой|https://prodoctorov.ru/tomsk/lpu/78691-stomatologiya-mirodent-na-mariny-cvetaevoy/|12|Стоматолог|2
Стоматология «Денталком»|https://prodoctorov.ru/tomsk/lpu/81607-dentalkom/|0|Стоматолог|16
Стоматология «Денталком»|https://prodoctorov.ru/tomsk/lpu/81607-dentalkom/|1|Стоматолог|5
Стоматология «Денталком»|https://prodoctorov.ru/tomsk/lpu/81607-dentalkom/|2|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|9
Стоматология «Денталком»|https://prodoctorov.ru/tomsk/lpu/81607-dentalkom/|3|Стоматолог|3
Стоматология «Денталком»|https://prodoctorov.ru/tomsk/lpu/81607-dentalkom/|4|Стоматолог-ортопед|5
Стоматология «Денталком»|https://prodoctorov.ru/tomsk/lpu/81607-dentalkom/|5|Стоматолог-гигиенист|3
Стоматология «Денталком»|https://prodoctorov.ru/tomsk/lpu/81607-dentalkom/|6|Стоматолог-хирург|4
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|0|Стоматолог|28
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|1|Стоматолог-хирург|27
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|2|Стоматолог|19
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|3|Стоматолог-хирург|9
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|4|Стоматолог-ортопед|10
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|5|Стоматолог-ортодонт, стоматолог|7
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|6|Стоматолог|6
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|7|Стоматолог|17
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|8|Стоматолог|8
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|9|Стоматолог-ортопед|6
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|10|Стоматолог|9
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|11|Стоматолог-ортопед|24
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|12|Стоматолог, стоматолог-ортопед|20
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|13|Стоматолог|5
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|14|Стоматолог|11
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|15|Стоматолог|1
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|16|Стоматолог-гигиенист|11
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|17|Стоматолог-гигиенист|15
Стоматология «Эстет»|https://prodoctorov.ru/tomsk/lpu/31714-estet/|18|Стоматолог|2
Стоматология «Cosmodent» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/87778-stomatologiya-cosmodent-na-frunze/|0|Стоматолог-хирург, стоматолог-имплантолог, стоматолог-ортопед|12
Стоматология «Cosmodent» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/87778-stomatologiya-cosmodent-na-frunze/|1|Детский стоматолог|10
Стоматология «Cosmodent» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/87778-stomatologiya-cosmodent-na-frunze/|2|Стоматолог-ортодонт|13
Стоматология «Cosmodent» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/87778-stomatologiya-cosmodent-na-frunze/|3|Детский стоматолог|9
Стоматология «Cosmodent» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/87778-stomatologiya-cosmodent-na-frunze/|4|Стоматолог-гигиенист|11
Стоматология «Cosmodent» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/87778-stomatologiya-cosmodent-na-frunze/|5|Стоматолог, стоматолог-ортопед, стоматолог-хирург|6
Стоматология «Cosmodent» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/87778-stomatologiya-cosmodent-na-frunze/|6|Детский стоматолог|8
Стоматология «Cosmodent» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/87778-stomatologiya-cosmodent-na-frunze/|7|Стоматолог|4
Стоматология «Cosmodent» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/87778-stomatologiya-cosmodent-na-frunze/|8|Детский стоматолог|4
Стоматология «Cosmodent» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/87778-stomatologiya-cosmodent-na-frunze/|9|Стоматолог-хирург|3
Стоматология «Александра»|https://prodoctorov.ru/tomsk/lpu/31633-aleksandra/|0|Стоматолог, стоматолог-гигиенист|15
Стоматология «Александра»|https://prodoctorov.ru/tomsk/lpu/31633-aleksandra/|1|Стоматолог-ортопед, стоматолог|14
Стоматология «Александра»|https://prodoctorov.ru/tomsk/lpu/31633-aleksandra/|2|Стоматолог|35
Стоматология «Александра»|https://prodoctorov.ru/tomsk/lpu/31633-aleksandra/|3|Стоматолог-хирург|4
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|0|Стоматолог-имплантолог, стоматолог-хирург|9
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|1|Стоматолог, стоматолог-ортопед, стоматолог-хирург|8
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|2|Стоматолог|6
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|3|Стоматолог, стоматолог-ортопед|10
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|4|Стоматолог|3
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|5|Стоматолог|4
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|6|Стоматолог|35
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|7|Стоматолог, детский стоматолог|6
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|8|Стоматолог-хирург, стоматолог-имплантолог, стоматолог-ортопед|10
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|9|Стоматолог-гигиенист|25
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|10|Стоматолог|5
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|11|Стоматолог-ортопед, стоматолог-хирург|10
Стоматология «Денталия» на Лебедева|https://prodoctorov.ru/tomsk/lpu/58830-stomatologiya-dentaliya-na-lebedeva/|12|Стоматолог|-
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|0|Стоматолог-ортодонт|18
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|1|Стоматолог|26
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|2|Стоматолог-ортопед|4
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|3|Стоматолог|25
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|4|Стоматолог, стоматолог-ортопед, стоматолог-хирург|21
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|5|Стоматолог-гигиенист|15
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|6|Стоматолог|23
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|7|Врач-косметолог|21
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|8|Косметолог-эстетист|2
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|9|Стоматолог-имплантолог, стоматолог-хирург|5
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|10|Стоматолог|8
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|11|Стоматолог-хирург|2
Медицинский центр «Евродент» на Киевской|https://prodoctorov.ru/tomsk/lpu/31661-evrodent/|12|Стоматолог|-
Стоматология «Денталия» на 79 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/31646-dentaliya/|0|Стоматолог-ортопед, стоматолог, стоматолог-хирург|6
Стоматология «Денталия» на 79 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/31646-dentaliya/|1|Стоматолог, стоматолог-имплантолог, стоматолог-ортопед, стоматолог-хирург|19
Стоматология «Денталия» на 79 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/31646-dentaliya/|2|Стоматолог-ортопед|50
Стоматология «Денталия» на 79 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/31646-dentaliya/|3|Стоматолог|3
Стоматология «Денталия» на 79 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/31646-dentaliya/|4|Детский стоматолог, стоматолог-ортодонт|22
Стоматология «Денталия» на 79 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/31646-dentaliya/|5|Стоматолог-гигиенист|11
Стоматология «Денталия» на 79 Гвардейской Дивизии|https://prodoctorov.ru/tomsk/lpu/31646-dentaliya/|6|Стоматолог|2
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|0|Стоматолог-ортодонт|18
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|1|Стоматолог|11
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|2|Стоматолог|28
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|3|Стоматолог-хирург|9
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|4|Стоматолог-ортопед|34
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|5|Детский стоматолог|16
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|6|Стоматолог-гигиенист|14
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|7|Стоматолог-гигиенист|32
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|8|Стоматолог|22
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|9|Стоматолог-ортопед|6
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|10|Стоматолог-хирург|9
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|11|Стоматолог-ортодонт|16
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|12|Стоматолог|3
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|13|Стоматолог|31
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|14|Стоматолог|36
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|15|Стоматолог|9
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|16|Стоматолог|17
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|17|Стоматолог|2
«Медстар» на Набережной реки Ушайки|https://prodoctorov.ru/tomsk/lpu/12944-medstar/|18|Стоматолог|38
